,income
23682,False
14509,False
22678,True
32470,False
28537,False
30317,False
25018,True
20094,True
360,True
29163,False
16111,False
2910,True
17564,False
2199,True
20453,False
6871,False
6405,False
29319,True
15242,False
17148,False
4139,False
10505,False
7944,False
24744,False
21837,False
28540,False
12461,False
11147,False
21745,False
14813,False
6756,False
1522,True
22850,False
21549,True
28494,False
2182,True
3496,False
28263,False
26465,False
20149,False
24660,False
23338,True
21317,True
29093,False
30743,False
14865,False
3375,False
25869,False
14600,False
24865,False
8842,True
16971,False
20041,False
17367,False
20416,False
18985,False
11578,False
28846,False
27917,False
14054,False
30289,False
13852,False
15786,False
26171,False
18021,False
18282,False
16624,False
32053,False
1760,True
25608,False
18726,True
19144,False
21661,False
16155,False
23431,False
3560,False
21433,False
12596,False
23859,False
20391,False
14320,True
24111,False
8896,False
21394,False
10008,False
22895,False
8064,False
29152,False
24651,False
22465,False
4038,False
4863,False
29237,False
21122,False
15631,False
19930,False
9618,False
4505,False
14171,True
12804,False
26554,False
22435,False
27525,False
5473,True
19286,False
7013,True
2799,True
2235,True
5716,False
20638,True
3168,True
8298,False
18903,False
31780,True
7702,False
28414,False
20999,False
17555,False
22437,False
9055,False
21529,False
16439,False
32518,True
8497,False
14647,False
22791,False
15016,False
5689,False
14127,False
6715,False
15134,False
18488,False
25988,False
10834,False
4024,False
27885,False
18801,False
10621,True
7018,False
12151,False
27561,True
20869,False
1748,True
20956,False
23534,False
26888,False
6685,False
29361,True
584,True
15333,False
6225,False
24630,False
5011,False
1928,True
31620,False
10836,False
2315,True
23277,False
11269,False
6170,False
7877,False
24773,True
18572,False
12403,False
18189,True
4013,False
21258,False
8887,False
18937,False
6466,False
7093,False
1020,False
18506,False
1533,True
483,True
8626,False
707,True
2712,True
4337,False
12887,False
13812,False
31873,False
14200,True
25952,False
31635,True
23379,False
12387,False
577,True
22333,False
9804,False
16895,True
6667,False
4914,True
29468,True
3947,False
20747,False
11674,False
4269,False
11830,False
23560,False
23564,False
7661,False
1624,True
16518,False
20486,False
10540,False
24187,False
3540,False
25110,True
9756,False
31693,True
1576,True
18331,False
8527,True
30328,False
19454,False
15211,False
6232,False
17499,False
29040,True
31708,False
20068,False
16778,False
21535,False
2112,True
7356,False
15917,False
26702,False
24283,False
30709,False
3479,False
13278,True
7458,False
30222,True
10438,False
23192,False
3615,False
2003,True
14533,True
20483,False
17190,False
11379,False
19755,False
12840,False
11843,True
21184,True
31303,True
18382,False
21593,False
19443,False
12837,True
20663,True
27591,False
11614,False
28515,False
5562,False
4874,True
28433,False
31,True
697,False
6045,False
27770,True
631,True
12344,False
8287,True
21221,False
4767,False
18997,False
17286,False
15962,False
11967,True
994,False
18150,False
18866,False
14493,True
4600,False
23395,False
3817,False
30522,False
26328,False
17324,False
32301,False
7658,False
13552,False
8018,False
13624,False
7290,True
11092,False
26696,False
9995,False
1348,True
3264,False
30112,False
18455,False
12073,True
17828,False
6161,False
32453,True
3388,False
3310,True
29578,False
31956,False
13079,True
24632,False
12843,False
6883,False
27094,False
31270,False
27387,False
11902,True
5709,True
27003,False
12986,False
17460,False
25542,False
18417,False
11436,True
30020,True
15031,False
24169,False
2498,True
22968,True
5760,False
5502,True
28835,False
5995,False
6228,True
28766,False
12556,False
20904,False
22670,False
1199,False
29835,False
9437,False
1692,True
28435,False
22459,False
1709,True
15075,False
16145,False
32050,False
4169,False
25557,False
26629,False
8803,False
24709,False
30102,False
19617,False
20569,False
6621,True
19076,True
1608,True
20736,False
18197,False
13357,False
20967,False
3015,True
23592,False
2988,True
27231,True
4590,False
21149,False
21742,False
24577,False
568,True
114,True
28170,False
13423,False
9529,False
2480,True
16345,False
18110,False
25706,False
30915,False
24213,False
686,True
2997,False
27524,False
16098,False
24010,False
9195,False
9356,False
22377,False
19620,True
30671,True
21681,False
13972,False
30066,False
29952,True
14782,False
14405,False
16010,False
11193,False
30199,False
14044,False
28610,False
19575,False
6144,False
838,True
29254,True
6524,False
29226,True
23484,False
27556,True
26771,False
415,True
23523,False
14848,True
6874,False
20318,False
31501,False
6486,False
31383,False
17768,False
17780,False
24971,False
8431,False
7655,True
28684,False
1432,True
23013,False
10615,True
11963,False
14603,True
28070,False
11764,False
29437,False
26165,False
6510,False
242,False
20257,False
17968,False
4572,False
11160,True
31950,False
25311,True
13822,False
9977,False
12584,False
4376,False
16084,False
5446,False
15056,False
6674,False
25597,False
19568,True
21841,False
18786,False
11013,False
4271,True
5835,True
23662,False
32397,False
21456,False
13726,False
20211,False
20838,False
8703,True
9129,False
27918,False
17876,False
25767,False
18191,False
24988,False
28722,True
8104,False
13991,False
17549,False
10469,False
13427,True
26784,False
27673,False
9922,False
7864,False
26393,False
1186,False
10294,False
21540,False
23081,False
7675,False
23409,False
20326,False
29205,True
15425,False
27889,False
27374,False
9938,False
10242,False
24049,False
11374,False
19387,False
29944,False
27255,False
14727,False
13462,False
31476,False
3468,False
23142,True
8882,False
19718,False
22825,False
12568,False
24878,False
26976,False
25457,True
3837,False
25777,False
20578,False
300,False
5292,False
749,True
11107,False
9504,False
24711,True
28491,False
31156,False
6781,False
1194,False
19651,True
1712,True
5862,False
27068,True
23999,False
1900,True
15593,False
22510,False
26835,False
10915,False
3078,True
21796,False
26243,False
3209,True
1253,False
7466,False
16797,False
9270,False
1208,False
9478,True
439,True
12010,False
6104,False
10316,False
5593,False
6891,False
23153,False
20199,False
26291,False
15860,False
68,True
23280,False
30274,False
22268,True
1066,False
24753,True
22364,False
31580,True
24197,False
673,True
4279,False
32020,False
14535,False
18119,True
12645,False
28052,False
30555,False
1096,False
1982,True
29783,False
16906,False
17659,False
2258,True
24742,True
31185,False
19240,True
6798,True
24202,False
16085,False
10826,False
31892,True
977,True
20930,False
24023,False
21161,True
13604,False
28967,False
6735,False
4701,False
8149,False
24398,False
17911,True
7001,False
28738,False
22430,False
25267,False
6096,False
11558,False
15137,False
30051,False
29840,False
7376,False
8280,False
3801,False
11286,False
5614,True
15949,False
22654,False
13143,False
12441,False
22234,False
10049,False
27258,False
841,True
17365,False
30626,False
23613,False
31465,False
31679,False
6423,False
16987,True
24679,False
7547,False
4365,False
13332,False
4778,False
16525,False
3458,False
6897,False
14326,False
22348,False
21094,False
21249,False
26323,False
2305,True
28266,False
17834,False
14930,False
5896,False
13400,False
24670,False
27980,False
32205,False
19897,False
14857,False
28530,False
1488,False
19467,False
29821,True
13213,False
24922,True
13328,True
21812,False
22294,False
8187,False
4779,True
16953,False
11287,False
576,False
16306,False
17873,False
14177,False
22153,True
15915,False
26778,False
31961,True
15117,False
21505,False
30441,False
21090,False
20941,False
16457,False
2177,True
1835,True
27287,True
16826,False
1887,True
7861,False
6592,False
31796,False
31877,False
16180,False
11898,False
16785,False
13578,False
23912,False
11175,False
2438,True
14532,False
4562,False
14176,False
6203,False
817,True
31462,False
2677,True
6790,False
6705,False
17512,True
2392,True
12788,True
4373,True
26450,False
27832,True
5728,True
8100,False
3576,False
12739,True
2493,True
4516,False
27564,False
2796,True
20844,False
13457,True
72,True
9594,False
19920,False
25728,True
14569,False
13002,False
19442,False
29302,False
30157,False
15101,False
1325,False
26959,False
4453,False
15098,False
22215,False
27107,False
24590,False
14667,False
8361,False
14216,True
26562,True
20137,False
24172,False
19068,False
25910,False
28099,True
23194,False
20680,False
14161,False
30153,False
29108,False
16728,True
10372,False
19618,False
16238,False
17191,False
1821,True
25856,False
16051,False
28127,False
15274,True
11597,False
28968,False
8174,False
3497,False
17596,False
2725,True
8956,False
21831,False
9326,True
18513,False
29655,True
12520,False
10104,False
15923,False
5086,False
27303,False
18717,False
7806,False
23428,False
10105,False
9622,True
2609,True
6338,False
27441,False
16083,False
30749,False
11071,False
18704,False
10249,True
15634,False
17498,False
21931,False
26119,False
3572,False
10339,False
30487,True
13538,False
6747,False
32357,True
10620,True
10957,False
4487,False
9262,True
31274,False
20549,False
12189,False
11911,False
711,True
724,True
25887,False
31560,True
12426,False
3434,False
15002,False
4462,True
20731,False
921,False
1394,True
4328,True
5059,False
31921,False
7073,False
28713,False
32132,False
7586,False
16922,False
580,True
9924,False
22598,False
20069,False
17307,False
22123,False
10144,False
15725,False
22628,False
23698,False
18463,False
21285,False
3672,True
9812,True
21338,False
29661,False
20053,False
18307,True
4222,False
8736,False
30291,False
30342,False
22747,False
1258,False
6515,False
24429,False
3633,False
5063,True
19473,False
21240,False
17720,False
8465,True
15628,False
23403,False
5900,False
7562,False
19013,True
16333,False
21805,False
9786,False
19297,True
31475,False
20367,False
3171,True
28815,False
23909,False
12827,False
15736,False
24193,True
18409,False
21971,False
18388,True
5846,False
12740,False
837,True
31611,False
15759,True
19279,True
3887,False
22597,False
27329,False
22229,False
15570,False
30654,False
142,False
6282,False
26757,False
1694,True
21270,False
16856,False
8829,False
6544,False
4005,False
28422,True
29349,False
31452,True
27688,False
30810,False
25485,False
13048,False
2237,True
14460,False
8146,False
20678,False
23434,True
20518,False
25796,False
30493,False
31326,False
12264,False
8423,False
5721,False
15518,False
10455,False
19742,False
26064,False
29131,True
22904,False
22910,False
12680,False
12660,False
8406,True
8608,False
22611,False
11617,False
31087,False
9167,False
14723,False
6490,False
29803,False
12896,False
25161,True
15730,True
16171,True
26932,False
22772,True
2312,True
27439,False
22888,False
19032,False
22589,True
25837,False
18392,True
23844,False
16424,False
18274,False
21273,False
29515,False
2018,True
18308,True
12898,True
4842,False
24605,False
30129,False
10240,False
23704,False
14361,False
5740,False
18894,False
4094,False
21023,False
23397,False
26707,False
27422,True
32209,False
16960,False
32342,True
20615,True
3531,False
32294,False
21014,False
32122,False
22529,True
16257,False
29061,False
24373,True
26125,False
30559,True
27173,False
7870,False
1732,True
6930,True
31228,True
7139,False
6973,False
17579,False
11040,True
20775,False
13540,False
3894,False
8404,True
13982,False
1354,True
18940,False
4934,False
8046,False
28588,False
1458,False
24671,False
10863,False
9684,False
31804,False
11135,False
25514,False
29485,False
7921,False
11266,False
27846,False
25128,False
27704,False
8607,True
27300,False
5999,False
18399,False
13835,False
7216,False
17814,False
10920,False
9659,True
8918,False
5792,False
28830,False
2301,True
28345,True
28237,False
7285,False
9442,False
379,True
18001,False
3950,False
10815,False
17583,True
19355,False
4124,False
8611,False
21146,False
6051,False
4509,False
9119,False
31636,True
7185,False
30882,False
25061,False
10425,False
17281,False
399,True
22496,False
21370,False
17475,False
16242,False
26591,False
2503,True
8059,False
11817,False
23070,False
9770,True
28049,False
21928,False
11038,True
15341,False
28268,False
14443,False
13243,True
10084,False
27104,False
16606,False
7541,True
27792,False
5371,False
19513,False
15584,False
17080,False
2422,True
25288,False
30246,False
467,True
15191,False
13800,False
18053,False
21678,True
25996,False
13614,False
32303,False
31049,False
11352,False
15461,False
29080,False
7782,False
8623,False
10669,False
28906,False
23487,False
407,True
8425,False
10722,False
8994,False
28445,False
19677,True
32141,False
6687,False
20301,True
28303,False
29142,False
8843,False
20271,False
8937,False
177,False
8195,False
15303,False
24884,False
23832,False
21501,False
22903,True
295,False
29888,False
32072,False
20191,False
26051,False
20816,False
22050,True
22451,True
24716,False
9888,False
5244,False
20521,False
30467,False
17259,False
8576,True
28256,True
6065,True
24554,True
16185,False
42,True
13253,False
31714,False
3570,False
19327,False
18941,False
8289,False
4049,False
27365,False
30376,False
8588,False
19351,True
22485,False
5811,False
24387,False
29549,False
12299,False
420,True
32223,False
19928,True
7958,False
13236,False
2474,True
14234,False
20487,True
11933,False
31967,True
21704,False
10947,False
20761,False
18137,False
9197,False
2640,True
28077,False
14661,True
31511,False
14564,False
8764,False
12377,True
87,True
20105,False
17559,False
31377,False
29817,False
17185,False
10654,False
479,True
30993,True
9059,False
16358,False
16930,False
31497,True
22716,True
24768,False
17986,False
11098,True
2483,True
13115,False
15692,True
8839,False
22048,False
30781,True
17867,False
13706,False
31881,False
10909,True
13075,False
23918,False
6415,False
8349,False
23786,True
13260,True
22324,False
31543,False
29602,False
7621,False
906,False
31563,False
4074,False
29919,False
32424,False
27702,True
14971,False
4356,False
15895,False
32049,False
24524,False
15010,False
29691,False
19078,False
15273,False
2381,True
6381,False
27977,False
24057,False
16441,True
11417,False
14630,True
110,True
5743,False
15800,False
24855,False
6678,False
19560,True
8836,False
24523,False
6097,True
22322,False
32173,False
5921,True
16189,False
842,True
9345,False
21434,True
9708,False
20990,False
5305,False
9049,False
29828,True
25241,False
21091,False
5617,False
11152,False
10061,False
29683,False
16342,False
8582,False
25883,False
11316,False
20123,True
16432,True
3912,False
1430,True
2529,True
25035,True
11497,False
9421,False
14487,False
25790,False
6448,False
9734,False
22953,False
7646,False
26815,False
2326,True
32095,True
4921,True
30563,False
13950,False
29216,False
11255,True
11848,False
3948,False
9136,False
29791,False
27545,False
8751,False
13088,False
471,True
14236,False
16798,False
21302,False
14474,False
24511,False
14284,False
15780,True
3323,True
18251,False
12617,False
9962,False
14909,False
13101,False
10309,False
31223,False
12567,True
1162,False
31607,False
14426,True
18776,False
7369,False
20752,False
3795,False
1219,False
4527,False
862,True
11010,False
21092,False
21216,False
16533,True
23268,True
14759,False
20974,False
21536,False
29587,False
24353,False
12528,False
5352,False
17062,True
5557,False
10803,True
4411,False
15985,False
28250,False
27129,False
25163,False
18246,False
31634,False
21303,True
8148,False
31538,False
5874,False
17683,False
5303,False
19371,True
6586,False
21763,True
25250,False
8641,True
286,False
5356,False
27026,False
7584,False
6846,False
7762,False
27629,False
32405,True
24735,True
17225,True
10880,False
293,False
9052,False
3593,False
19687,False
26331,False
30265,False
23718,False
915,False
2728,True
32267,False
23879,False
29680,False
23376,False
14802,False
12950,False
10262,False
10186,False
21995,False
5800,False
5416,False
19135,False
9729,True
26285,True
8813,False
9710,False
1884,True
17084,False
15535,False
18552,False
32225,False
29498,False
16289,False
14499,True
6987,False
8826,True
10939,True
28557,True
20635,False
12932,False
10742,False
11535,False
12011,False
13693,False
18929,True
659,True
8127,True
19826,False
30411,True
20854,False
28764,False
6507,False
15199,False
116,True
28351,False
461,True
8088,False
19382,False
13217,True
2935,False
15900,True
16515,True
24099,True
12140,False
30346,True
10399,False
29435,True
22789,True
29013,False
13220,False
8928,False
25116,True
18901,False
5175,True
20484,False
8642,True
31770,False
2066,True
31510,True
1071,False
7076,False
23826,False
1720,True
21818,False
31007,False
30884,False
12339,False
31365,False
12610,False
23631,True
9958,False
1237,False
31359,False
14004,False
13438,False
23801,True
30433,False
3460,False
18921,True
3878,False
27651,False
8233,False
24900,True
14943,False
24250,False
32060,False
2578,True
27990,False
23812,False
11666,True
15530,False
1123,False
4518,False
21858,False
12717,False
2223,True
23618,False
17763,False
18240,True
3647,False
22937,False
10777,True
23246,False
24069,False
1479,False
28725,False
25855,False
19196,False
26286,False
17418,False
6036,True
3372,False
90,True
30887,False
29531,False
11985,False
28172,False
422,True
19293,False
29586,False
15633,True
17218,True
29326,False
22847,True
8897,True
29117,True
17735,False
19244,False
3944,False
10423,False
1217,False
5314,False
27160,False
11150,False
27815,False
13529,False
31566,False
13725,False
25206,True
32137,True
30031,False
28355,False
16681,False
9278,False
2993,False
29106,False
4166,False
10194,False
16546,True
30525,False
30526,False
15666,False
29796,False
23182,False
13154,False
31663,False
27435,False
32230,False
7153,False
24586,True
32127,False
26435,False
23476,False
22119,True
20835,False
12284,False
12738,False
7881,False
18926,False
16547,True
30151,True
15603,False
8396,True
28221,True
6143,False
24731,False
6817,False
5848,True
12304,False
5527,True
10862,False
3405,False
18145,True
21947,False
28878,False
1570,True
14582,False
15236,False
11923,True
22130,False
24192,False
13679,False
4113,False
5326,True
20136,False
27797,False
19693,True
2470,True
7163,False
12554,False
17034,False
16228,False
9140,False
3481,False
14370,False
1357,True
7825,True
25048,False
26920,True
13738,False
4743,False
13702,False
15980,True
3354,False
30005,False
1321,False
10961,True
7714,False
24862,False
10312,False
16763,False
3485,False
3989,False
1905,True
4007,False
2138,True
29914,False
14793,False
9325,False
9109,False
12540,False
30704,True
1671,True
11214,True
21522,False
7911,False
3721,True
7608,True
13681,False
18049,False
18368,False
12917,False
6409,False
31615,False
2778,True
4154,False
23609,False
3898,False
28727,False
16604,True
9931,False
15220,False
16403,True
26434,False
8114,False
28038,False
29086,True
18453,False
10362,True
6394,False
10484,False
31367,True
1793,True
29428,False
8453,False
18838,False
4192,False
4548,False
17287,False
1305,False
28962,False
891,True
11872,True
10418,False
9515,False
11301,False
27970,False
1838,True
4193,False
9720,False
10219,False
12959,False
832,True
387,True
27016,False
21053,False
23602,False
1358,True
22873,False
14682,False
7592,True
13684,True
2448,True
9033,True
17900,False
21809,False
20197,False
11756,True
7307,False
26229,False
25771,False
29725,False
18684,False
4446,True
10017,False
20479,True
5364,False
13132,False
18670,True
18011,True
4539,False
140,False
30856,False
20043,False
32254,False
17437,False
17944,False
23229,False
63,True
10257,False
8481,False
3376,False
9636,False
1372,False
2753,True
18469,False
31716,False
16233,True
3335,True
10513,False
4456,False
11134,False
4609,False
14406,False
32008,False
732,True
17626,True
28176,False
15289,True
7143,False
27115,False
19066,False
12028,False
9239,False
15894,False
19793,False
12978,False
28474,True
32186,True
7985,False
26383,False
17104,False
28079,False
16264,False
13302,False
12049,False
28224,False
27884,False
26352,False
30343,False
12408,False
19015,False
29518,False
23692,False
25955,False
17578,False
26368,True
2906,True
6092,True
23258,False
5277,False
17984,False
6993,True
5168,True
25348,False
6497,False
3090,True
15509,False
10434,True
12805,True
19819,False
29091,False
12072,True
9383,False
4325,False
2506,True
22220,False
517,False
1705,True
11048,True
29092,False
5431,False
8668,False
18654,False
7872,False
26767,False
29103,False
13433,False
32549,False
26480,False
16110,False
12117,False
22464,False
7473,False
8290,False
11304,False
24420,False
3493,False
1314,False
15647,False
15315,False
2777,True
1112,False
4904,False
553,False
5112,False
27189,False
13814,False
27854,False
17547,False
30007,False
18370,False
18374,False
9458,True
30866,False
30990,False
19394,False
17436,False
3156,False
623,True
17235,False
13589,False
22974,False
14798,True
22321,False
27818,True
25243,False
4829,False
27356,False
10037,True
5294,False
3772,False
19823,False
12947,False
1335,False
9368,False
2872,True
2569,True
24851,False
15331,False
6775,True
3446,False
19220,False
32382,False
1991,True
19926,False
31096,False
32258,False
6349,False
24290,False
26348,False
21071,True
8935,False
5170,False
20987,False
28607,False
9970,True
16115,True
23006,False
17878,False
9229,False
5484,False
1101,False
20629,False
2948,False
4441,False
2680,True
11212,False
18673,False
1957,True
28974,False
6013,False
11532,False
30029,False
32045,False
6729,True
22179,False
5182,False
6231,False
3886,False
3528,False
3025,True
17870,False
7517,False
5917,False
2699,True
3337,False
5916,False
9002,False
15741,True
23611,False
613,True
4126,False
3011,True
225,False
30616,True
2354,True
25967,True
25368,False
6407,False
19804,True
4467,False
31867,False
25820,False
29815,False
28963,False
1526,True
3803,False
30985,False
11061,False
22593,False
10321,False
10606,False
2794,True
25430,False
14447,False
10631,True
28503,False
27141,False
592,True
15841,True
10876,True
13148,False
1146,False
16430,False
18586,False
31797,False
30745,False
3965,False
21530,False
20683,False
6844,False
23300,False
16852,False
6878,True
17710,True
26914,False
3484,False
11408,True
25363,False
3415,False
31526,False
32292,True
169,True
3034,True
25411,False
21175,True
5985,True
24828,False
5253,False
28223,False
30491,False
4649,False
16135,False
32249,False
8771,True
20394,False
15803,False
2455,True
4808,False
11145,True
32147,False
137,False
5129,False
13977,False
31428,True
24047,False
14902,False
18729,False
22913,False
15785,True
25177,True
1029,False
15839,False
9483,False
20320,False
7048,True
23462,True
13935,True
5459,False
3852,False
13759,False
28656,False
18235,False
24339,False
23292,False
29797,False
12102,False
11008,False
21167,False
18883,False
26306,False
6864,False
292,False
19232,False
20496,False
20780,False
9742,False
32505,False
19353,True
22201,False
16227,False
6827,False
10687,False
25339,False
19044,False
20385,False
746,True
30412,False
18054,False
32010,False
6181,True
1794,True
26798,False
3669,True
1333,False
24236,False
20346,False
8103,False
1776,True
30641,False
4629,False
16822,False
7717,False
8909,False
25721,False
10052,False
30658,False
17813,False
16302,False
14000,False
17013,False
20843,False
381,True
15937,False
19069,True
2162,True
9868,True
18874,False
10870,False
477,True
18902,False
9819,False
29991,True
21509,True
14777,False
17664,False
32111,True
7615,False
25263,False
3824,False
20253,False
1586,True
8198,False
8039,False
2743,True
24508,False
29793,False
32438,False
19833,False
23549,False
26568,False
30775,False
30145,False
14261,False
3569,False
6537,False
31268,False
20582,False
14505,False
6315,False
18283,False
18338,False
24612,False
28612,False
17462,False
31675,False
22471,False
888,True
8441,False
16340,False
7649,True
28631,False
10318,False
8858,False
6653,False
13024,False
1157,False
26082,False
7270,True
4935,False
26824,False
32104,False
7551,False
14725,False
25287,False
11222,False
1477,False
18405,True
17066,False
30247,False
29172,True
12417,True
31700,False
25460,False
3143,False
1241,False
3325,True
16695,False
8854,False
16506,False
21213,False
17594,False
1681,False
1254,False
23232,False
2896,True
558,True
7496,False
16297,True
29970,False
27145,False
26088,False
20375,False
1846,True
3682,True
8086,False
20564,True
13339,False
19699,True
20984,False
2185,True
1455,False
25148,False
20145,False
4333,False
12930,False
4601,False
348,True
12813,True
19706,False
27157,False
8268,False
1836,True
16950,False
25823,False
10274,False
27652,False
13941,False
31384,False
543,True
16271,False
30327,False
27950,False
32144,False
7537,False
10819,False
24007,True
535,True
10607,False
12455,False
27944,False
20726,False
31647,False
20401,False
15541,False
12642,False
24161,False
7770,True
6348,False
12621,False
18508,False
13370,False
11670,True
23530,True
29733,False
19681,False
30538,True
21201,True
6274,False
21148,True
31832,False
18083,False
1277,False
30979,False
16584,False
25896,False
21465,False
1670,True
14229,False
21810,False
17979,False
361,True
9217,False
17775,False
16772,False
3870,False
12796,False
17846,True
6577,True
27501,False
12217,False
26669,False
1264,False
3024,True
25576,False
23708,False
19616,False
17477,False
15335,True
9349,False
27920,False
2705,True
30043,True
17795,False
31379,False
24794,False
19272,False
460,True
16481,False
1817,True
6959,False
28570,True
6932,False
12579,False
22188,False
12838,False
25756,False
29202,False
30558,False
19321,False
22536,True
16819,True
19639,False
2626,True
2938,False
8679,False
16602,False
14920,False
6068,False
3245,False
23157,True
18791,False
13781,False
22969,False
1152,False
19591,False
24545,False
9092,False
2279,True
22001,False
16287,False
3903,False
18698,False
23787,True
28966,False
2134,True
15260,False
3104,False
10239,False
31548,True
12083,False
32501,False
1647,True
21081,False
19003,True
29563,False
29874,False
25361,False
31091,False
12543,False
128,True
11124,False
18523,False
18085,False
8022,False
24430,False
12282,True
17959,False
20439,False
17595,True
2669,True
15418,True
24643,True
20442,False
21124,False
30568,False
21320,False
13195,False
28161,False
27417,True
21040,False
23775,False
18561,False
18190,True
10792,False
16791,False
26077,False
11037,False
10818,False
15393,False
5151,False
29413,False
26497,False
22004,False
6831,False
18834,True
3544,False
25848,False
13868,False
14452,False
7097,False
2297,True
23298,False
22099,False
25162,False
3187,False
27656,False
11983,False
8550,False
2184,True
3487,False
5945,False
22456,False
28604,False
4073,False
6162,False
27531,False
25013,False
9651,False
12320,False
6242,True
15280,False
2045,True
2293,True
22438,False
21098,False
5833,False
4770,False
19258,False
24433,False
30861,True
13657,False
9409,False
7859,False
32352,False
6053,False
23935,False
14048,False
18516,False
31498,True
17405,False
24477,False
22571,True
3091,True
24693,False
20517,False
32278,False
27875,False
2178,True
3331,True
29576,False
11840,False
12789,False
23249,False
2783,True
18043,False
6100,True
15865,False
23392,False
16782,False
25365,False
30008,False
5376,True
28078,False
7654,True
19271,False
13577,False
21488,False
28812,False
14538,True
15805,False
4909,False
32169,True
5412,True
11887,True
31659,False
13520,False
17196,False
19219,False
32468,False
30515,False
9806,False
23069,False
4230,False
12538,False
30733,False
7019,True
21514,False
27894,False
27388,False
18605,False
15028,True
9851,False
15943,False
20522,False
13553,False
5992,False
17956,True
1579,True
29869,False
2968,True
26739,False
30490,False
23059,False
18636,False
967,True
30331,False
5547,False
15819,False
28655,False
20418,False
14525,False
17467,False
21557,False
24080,True
22956,True
1691,True
13768,True
11839,False
5293,True
27847,False
23517,False
18397,False
27833,False
20042,False
658,False
20129,False
30060,False
18615,False
4545,False
30408,False
9037,False
11396,True
10741,False
4012,False
12078,False
24117,True
20273,False
14560,False
549,True
21957,False
3730,True
7134,True
3131,False
18809,False
6626,False
7513,False
16919,False
17865,False
21027,False
6639,False
10888,False
22995,False
7000,False
23850,True
20825,False
8903,False
29155,False
28271,True
23717,False
15145,False
24869,False
6532,False
29029,False
26642,False
2167,True
6345,False
17017,False
21766,True
11790,False
28964,False
16064,False
16739,False
32369,False
13685,False
20885,False
2624,True
26833,False
15731,True
10971,False
25641,False
18861,False
8603,True
6454,True
4081,False
22979,False
25423,False
17526,False
23900,True
11581,False
5207,False
25262,True
24153,False
6969,False
31055,True
25355,True
10952,True
31235,False
8654,False
31039,False
16675,False
12385,False
18304,False
19358,False
18245,False
11297,False
4750,False
4496,False
4307,False
3520,False
16240,True
12574,True
22017,False
17377,False
20715,True
12960,True
31080,True
27000,False
24759,False
12698,False
16277,False
2078,True
20881,False
27014,False
12074,True
8468,True
2183,True
2675,True
2391,True
10791,False
2522,True
26857,True
7476,False
29673,False
26477,False
7740,True
22058,False
17395,False
18223,False
9050,True
28842,False
25352,False
1222,False
5902,False
23535,False
11230,False
15258,False
2154,True
22409,False
15448,False
7259,False
31713,False
16323,False
2298,True
24159,True
10031,False
1803,True
8977,False
8350,False
11060,False
18112,True
23917,False
27093,False
13811,False
20798,True
24607,True
6030,False
8899,False
6728,False
14573,False
16897,False
6141,False
24520,True
9724,False
24908,True
19329,False
17765,True
205,False
9026,False
28165,False
29505,False
10163,False
23315,False
19048,True
26139,False
15875,False
10869,False
3538,False
22025,False
16502,True
17728,False
14529,False
958,True
5701,False
16383,False
25761,False
1005,False
22491,True
15443,True
27012,True
27221,False
2771,True
109,True
6800,False
23691,True
9238,False
14335,False
20649,False
27505,False
22172,False
13317,False
28317,True
16248,False
26683,False
8109,True
12548,False
2339,True
9508,False
12988,True
20455,False
1566,True
12401,False
26912,False
18359,False
9332,False
18306,False
9498,False
27640,True
31600,True
4197,False
23578,False
11514,False
8117,False
18097,False
10852,True
4045,False
26633,True
26687,True
21466,False
13408,False
29173,False
8066,False
27335,False
31044,False
15035,False
24688,False
30896,True
16883,False
30377,False
23477,False
17268,False
1476,False
31932,False
5748,True
9264,False
11628,True
23045,False
4731,False
13105,True
26005,False
26941,True
20654,False
50,True
25304,False
19831,False
30486,False
21552,False
29210,True
1686,True
3859,False
30982,True
4398,False
7413,False
29662,False
19040,False
8182,False
14957,False
28403,False
13124,True
26055,True
15744,False
17023,False
17142,True
26228,False
25785,False
5404,False
29705,False
19671,True
17041,False
22186,False
10977,False
3198,True
5254,True
4224,False
17401,False
8715,False
25974,False
12631,False
28080,False
30295,False
9012,False
23108,False
4828,False
4260,False
5027,True
13084,False
22405,False
18422,True
19081,True
8583,False
18819,False
27007,False
28696,False
17433,True
11140,False
17612,True
23924,False
25667,False
18855,False
29528,False
8814,False
31140,False
29047,False
25942,False
13251,True
29950,False
7110,False
26326,True
1223,False
28911,True
3625,False
24178,True
26087,False
9785,False
3360,False
32093,False
10733,False
13574,False
12119,False
14368,True
19485,False
10948,False
930,False
21895,False
17223,False
27029,False
11201,True
6002,False
19313,False
1345,True
982,True
5023,False
11734,True
8546,False
15436,False
27550,False
28719,True
9537,False
3785,False
20524,False
4752,False
21926,False
31823,False
8898,False
9844,False
26006,False
9656,False
13987,False
6383,True
31818,False
32269,False
8260,False
19441,False
29441,False
8395,False
14888,False
10126,False
19197,False
2416,True
30240,False
12850,False
19632,False
30680,False
10460,False
26260,False
31115,False
13190,False
30500,False
7749,False
4671,False
10029,False
10810,False
15947,False
31260,False
30045,True
49,False
19245,False
29073,False
23962,False
27224,True
28792,False
12423,False
27957,False
24786,False
20865,False
2834,True
9586,False
8411,True
22934,False
14055,False
22402,False
22310,False
12872,False
4323,False
12321,False
10760,True
14809,False
31461,False
